0,0,0,1,0,0,0,0,0,left
0,0,0,0,0,0,0,0,0,right
0,0,0,0,-1,0,0,0,0,up
0,0,0,0,-1,0,0,-1,0,up
0,0,1,0,-1,0,0,-1,0,up
0,0,1,0,-1,1,0,-1,0,right
0,1,0,-1,0,0,-1,0,0,up
0,0,0,0,0,0,-1,0,0,up
-12,-12,-12,0,-1,0,0,0,0,left
-12,-12,-12,0,-1,-1,0,0,0,down
0,-1,-1,0,-1,0,0,-1,0,left
0,0,-1,0,-1,-1,0,0,-1,left
1,0,0,0,-1,-1,0,0,0,left
0,1,0,0,-1,-1,0,0,0,up
-12,-12,-12,0,0,0,0,-1,-1,right
-12,-12,-12,0,-1,0,-1,-1,-1,right
-12,-12,-12,-1,-1,-1,-1,-1,-1,right
-12,-12,-12,-1,-2,-1,-1,-1,0,right
-12,-12,-12,-2,-2,0,-1,0,0,down
-2,-2,0,-1,-1,0,-1,0,0,down
0,0,0,1,0,0,0,0,0,left
0,0,0,0,0,0,0,0,0,up
0,0,0,0,-1,0,0,0,0,down
0,-1,0,0,-1,0,0,0,0,down
0,-1,0,0,-1,0,1,0,1,left
0,0,-1,0,-1,-1,0,1,0,down
0,-1,-1,0,0,0,0,0,0,left
0,0,-1,0,-1,0,0,0,0,right
0,-1,-1,-1,-1,0,0,0,0,down
-1,-1,0,0,-1,0,0,1,0,down
0,-1,0,0,0,0,-12,-12,-12,right
-1,0,0,0,-1,1,-12,-12,-12,right
0,0,1,-1,0,0,-12,-12,-12,up
0,1,0,0,-1,1,-1,0,0,right
1,0,0,-1,0,0,0,0,0,up
0,0,0,1,-1,0,-1,0,0,left
-1,0,0,0,0,-1,0,-1,0,up
-1,0,0,-1,-1,0,0,0,-1,down
-1,-1,0,0,-1,-1,0,-1,0,left
-1,-1,-1,-1,-1,-1,-1,0,-1,down
