0,0,0,1,0,0,0,0,0,left
0,0,0,0,0,0,0,0,0,left
0,0,0,0,-1,0,0,0,0,down
0,-1,0,0,-1,0,0,1,0,down
0,-1,0,0,0,0,0,0,0,down
0,0,0,0,-1,0,0,1,0,down
0,-1,0,0,0,0,-12,-12,-12,left
0,0,-1,0,-1,0,-12,-12,-12,up
0,0,0,0,-1,-1,0,-1,0,up
0,0,-1,0,-1,0,0,-1,-1,left
0,0,0,0,-1,-1,0,0,-1,up
0,0,0,0,-1,0,0,-1,-1,left
-12,0,0,-12,-1,-1,-12,0,-1,down
-12,-1,-1,-12,-1,-1,-12,0,0,down
-12,-1,-1,-12,-1,0,-12,0,0,down
-12,-1,0,-12,-1,0,-12,-12,-12,right
-1,0,-1,-1,-1,-1,-12,-12,-12,up
-1,-1,-1,-1,-1,-1,-1,-1,-1,up
-1,-1,0,-1,-2,-1,-1,-1,-1,up
0,0,0,-1,-2,0,-1,-2,-1,up
