0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,left
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,left
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,1,down
0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,down
0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,1,right
0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,right
-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,1,0,1,0,0,right
0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-2,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-3,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-4,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-5,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-6,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
0,0,0,0,0,-1,0,-1,0,0,0,0,-7,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,down
